seq_num,zone,sensitivity,hub_id,hub_channel,sensor_id,camera_ip,camera_description,camera_preset,smart_patrol,latitude,longitude,logicalzone,fire_trigger,light_cntrl_ip,light_channel,light_cntrl_description
1,1,Level-3,HUB- 1,Right,1,172.16.1.103,Cam-103,1,Enabled,34.060124,74.885933,14 EME,50,192.168.1.254,Right,Controller
2,1,Level-3,HUB- 1,Right,2,172.16.1.103,Cam-103,1,Enabled,34.060107,74.885929,14 EME,50,192.168.1.254,Right,Controller
3,1,Level-3,HUB- 1,Right,3,172.16.1.103,Cam-103,1,Enabled,34.060083,74.885929,14 EME,50,192.168.1.254,Right,Controller
4,1,Level-3,HUB- 1,Right,4,172.16.1.103,Cam-103,1,Enabled,34.060061,74.885929,14 EME,50,192.168.1.254,Right,Controller
5,1,Level-3,HUB- 1,Right,5,172.16.1.103,Cam-103,1,Enabled,34.060039,74.885928,14 EME,50,192.168.1.254,Right,Controller
6,1,Level-3,HUB- 1,Right,6,172.16.1.103,Cam-103,2,Enabled,34.060016,74.885927,14 EME,50,192.168.1.254,Right,Controller
7,1,Level-3,HUB- 1,Right,7,172.16.1.103,Cam-103,2,Enabled,34.059993,74.885925,14 EME,50,192.168.1.254,Right,Controller
8,1,Level-3,HUB- 1,Right,8,172.16.1.103,Cam-103,2,Enabled,34.059968,74.885924,14 EME,50,192.168.1.254,Right,Controller
9,1,Level-3,HUB- 1,Right,9,172.16.1.103,Cam-103,2,Enabled,34.059946,74.885923,14 EME,50,192.168.1.254,Right,Controller
10,1,Level-3,HUB- 1,Right,10,172.16.1.103,Cam-103,3,Enabled,34.059923,74.885923,14 EME,50,192.168.1.254,Right,Controller
11,1,Level-3,HUB- 1,Right,11,172.16.1.103,Cam-103,3,Enabled,34.0599,74.885923,14 EME,50,192.168.1.254,Right,Controller
12,1,Level-3,HUB- 1,Right,12,172.16.1.103,Cam-103,3,Enabled,34.059883,74.885921,14 EME,50,192.168.1.254,Right,Controller
13,1,Level-3,HUB- 1,Right,13,172.16.1.103,Cam-103,3,Enabled,34.059867,74.885896,14 EME,50,192.168.1.254,Right,Controller
14,1,Level-3,HUB- 1,Right,14,172.16.1.103,Cam-103,3,Enabled,34.059846,74.88587,14 EME,50,192.168.1.254,Right,Controller
15,1,Level-3,HUB- 1,Right,15,172.16.1.103,Cam-103,3,Enabled,34.059828,74.885845,14 EME,50,192.168.1.254,Right,Controller
16,1,Level-3,HUB- 1,Right,16,172.16.1.103,Cam-103,3,Enabled,34.059812,74.885821,14 EME,50,192.168.1.254,Right,Controller
17,1,Level-3,HUB- 1,Right,17,172.16.1.103,Cam-103,3,Enabled,34.059794,74.885795,14 EME,50,192.168.1.254,Right,Controller
18,1,Level-3,HUB- 1,Right,18,172.16.1.103,Cam-103,3,Enabled,34.05978,74.885778,14 EME,50,192.168.1.254,Right,Controller
19,1,Level-3,HUB- 1,Right,19,172.16.1.103,Cam-103,3,Enabled,34.059764,74.88576,14 EME,50,192.168.1.254,Right,Controller
20,1,Level-3,HUB- 1,Right,20,172.16.1.103,Cam-103,3,Enabled,34.059748,74.88574,14 EME,50,192.168.1.254,Right,Controller
21,1,Level-3,HUB- 1,Right,21,172.16.1.103,Cam-103,3,Enabled,34.059731,74.885723,14 EME,50,192.168.1.254,Right,Controller
22,1,Level-3,HUB- 1,Right,22,172.16.1.103,Cam-103,3,Enabled,34.059708,74.885699,14 EME,50,192.168.1.254,Right,Controller
23,1,Level-3,HUB- 1,Right,23,172.16.1.103,Cam-103,3,Enabled,34.059685,74.885669,14 EME,50,192.168.1.254,Right,Controller
24,1,Level-3,HUB- 1,Right,24,172.16.1.103,Cam-103,3,Enabled,34.059655,74.88565,14 EME,50,192.168.1.254,Right,Controller
25,1,Level-3,HUB- 1,Right,25,172.16.1.103,Cam-103,3,Enabled,34.05963,74.885637,14 EME,50,192.168.1.254,Right,Controller
26,2,Level-3,HUB- 1,Right,26,172.16.1.103,Cam-103,4,Enabled,34.059574,74.885619,14 EME,50,192.168.1.254,Right,Controller
27,2,Level-3,HUB- 1,Right,27,172.16.1.103,Cam-103,4,Enabled,34.059547,74.885602,14 EME,50,192.168.1.254,Right,Controller
28,2,Level-3,HUB- 1,Right,28,172.16.1.103,Cam-103,4,Enabled,34.059519,74.885579,14 EME,50,192.168.1.254,Right,Controller
29,2,Level-3,HUB- 1,Right,29,172.16.1.103,Cam-103,4,Enabled,34.059491,74.88556,14 EME,50,192.168.1.254,Right,Controller
30,2,Level-3,HUB- 1,Right,30,172.16.1.103,Cam-103,4,Enabled,34.059464,74.88554,14 EME,50,192.168.1.254,Right,Controller
31,2,Level-3,HUB- 1,Right,31,172.16.1.103,Cam-103,4,Enabled,34.059441,74.885527,14 EME,50,192.168.1.254,Right,Controller
32,2,Level-3,HUB- 1,Right,32,172.16.1.103,Cam-103,4,Enabled,34.059416,74.885512,14 EME,50,192.168.1.254,Right,Controller
33,2,Level-3,HUB- 1,Right,33,172.16.1.103,Cam-103,4,Enabled,34.059391,74.885509,14 EME,50,192.168.1.254,Right,Controller
34,2,Level-3,HUB- 1,Right,34,172.16.1.103,Cam-103,4,Enabled,34.059372,74.885511,14 EME,50,192.168.1.254,Right,Controller
35,2,Level-3,HUB- 1,Right,35,172.16.1.103,Cam-103,4,Enabled,34.059349,74.885522,14 EME,50,192.168.1.254,Right,Controller
36,2,Level-3,HUB- 1,Right,36,172.16.1.103,Cam-103,4,Enabled,34.059326,74.885528,14 EME,50,192.168.1.254,Right,Controller
37,2,Level-3,HUB- 1,Right,37,172.16.1.103,Cam-103,4,Enabled,34.059306,74.885539,14 EME,50,192.168.1.254,Right,Controller
38,2,Level-3,HUB- 1,Right,38,172.16.1.103,Cam-103,4,Enabled,34.059291,74.885556,14 EME,50,192.168.1.254,Right,Controller
39,2,Level-3,HUB- 1,Right,39,172.16.1.103,Cam-103,4,Enabled,34.059276,74.885571,14 EME,50,192.168.1.254,Right,Controller
40,2,Level-3,HUB- 1,Right,40,172.16.1.103,Cam-103,4,Enabled,34.059257,74.885577,14 EME,50,192.168.1.254,Right,Controller
41,2,Level-3,HUB- 1,Right,41,172.16.1.103,Cam-103,4,Enabled,34.05924,74.885571,14 EME,50,192.168.1.254,Right,Controller
42,2,Level-3,HUB- 1,Right,42,172.16.1.103,Cam-103,4,Enabled,34.059222,74.885562,14 EME,50,192.168.1.254,Right,Controller
43,2,Level-3,HUB- 1,Right,43,172.16.1.103,Cam-103,4,Enabled,34.059205,74.885543,14 EME,50,192.168.1.254,Right,Controller
44,2,Level-3,HUB- 1,Right,44,172.16.1.103,Cam-103,4,Enabled,34.05919,74.885518,14 EME,50,192.168.1.254,Right,Controller
45,2,Level-3,HUB- 1,Right,45,172.16.1.103,Cam-103,4,Enabled,34.059177,74.885489,14 EME,50,192.168.1.254,Right,Controller
46,2,Level-3,HUB- 1,Right,46,172.16.1.103,Cam-103,5,Enabled,34.059165,74.885463,14 EME,50,192.168.1.254,Right,Controller
47,2,Level-3,HUB- 1,Right,47,172.16.1.103,Cam-103,5,Enabled,34.059153,74.885434,14 EME,50,192.168.1.254,Right,Controller
48,2,Level-3,HUB- 1,Right,48,172.16.1.103,Cam-103,5,Enabled,34.059135,74.885408,14 EME,50,192.168.1.254,Right,Controller
49,2,Level-3,HUB- 1,Right,49,172.16.1.103,Cam-103,5,Enabled,34.059119,74.885383,14 EME,50,192.168.1.254,Right,Controller
50,2,Level-3,HUB- 1,Right,50,172.16.1.103,Cam-103,5,Enabled,34.059106,74.885362,14 EME,50,192.168.1.254,Right,Controller
51,3,Level-3,HUB- 1,Right,51,172.16.1.103,Cam-103,5,Enabled,34.059075,74.885328,14 EME,50,192.168.1.254,Right,Controller
52,3,Level-3,HUB- 1,Right,52,172.16.1.103,Cam-103,5,Enabled,34.059056,74.885303,14 EME,50,192.168.1.254,Right,Controller
53,3,Level-3,HUB- 1,Right,53,172.16.1.103,Cam-103,5,Enabled,34.059035,74.885281,14 EME,50,192.168.1.254,Right,Controller
54,3,Level-3,HUB- 1,Right,54,172.16.1.103,Cam-103,5,Enabled,34.059016,74.885263,14 EME,50,192.168.1.254,Right,Controller
55,3,Level-3,HUB- 1,Right,55,172.16.1.103,Cam-103,5,Enabled,34.058998,74.885239,14 EME,50,192.168.1.254,Right,Controller
56,3,Level-3,HUB- 1,Right,56,172.16.1.103,Cam-103,5,Enabled,34.05898,74.88522,14 EME,50,192.168.1.254,Right,Controller
57,3,Level-3,HUB- 1,Right,57,172.16.1.103,Cam-103,5,Enabled,34.05896,74.8852,14 EME,50,192.168.1.254,Right,Controller
58,3,Level-3,HUB- 1,Right,58,172.16.1.103,Cam-103,5,Enabled,34.058941,74.885198,14 EME,50,192.168.1.254,Right,Controller
59,3,Level-3,HUB- 1,Right,59,172.16.1.103,Cam-103,5,Enabled,34.058921,74.885197,14 EME,50,192.168.1.254,Right,Controller
60,3,Level-3,HUB- 1,Right,60,172.16.1.103,Cam-103,5,Enabled,34.058906,74.88521,14 EME,50,192.168.1.254,Right,Controller
61,3,Level-3,HUB- 1,Right,61,172.16.1.108,Cam-108,1,Enabled,34.0589,74.885229,14 EME,50,192.168.1.254,Right,Controller
62,3,Level-3,HUB- 1,Right,62,172.16.1.108,Cam-108,1,Enabled,34.058886,74.885256,14 EME,50,192.168.1.254,Right,Controller
63,3,Level-3,HUB- 1,Right,63,172.16.1.108,Cam-108,1,Enabled,34.058876,74.885291,14 EME,50,192.168.1.254,Right,Controller
64,3,Level-3,HUB- 1,Right,64,172.16.1.108,Cam-108,1,Enabled,34.05887,74.885323,14 EME,50,192.168.1.254,Right,Controller
65,3,Level-3,HUB- 1,Right,65,172.16.1.108,Cam-108,1,Enabled,34.058863,74.885345,14 EME,50,192.168.1.254,Right,Controller
66,3,Level-3,HUB- 1,Right,66,172.16.1.108,Cam-108,1,Enabled,34.05885,74.885366,14 EME,50,192.168.1.254,Right,Controller
67,3,Level-3,HUB- 1,Right,67,172.16.1.108,Cam-108,1,Enabled,34.058825,74.885375,14 EME,50,192.168.1.254,Right,Controller
68,3,Level-3,HUB- 1,Right,68,172.16.1.108,Cam-108,1,Enabled,34.0588,74.885358,14 EME,50,192.168.1.254,Right,Controller
69,3,Level-3,HUB- 1,Right,69,172.16.1.108,Cam-108,1,Enabled,34.058776,74.885349,14 EME,50,192.168.1.254,Right,Controller
70,3,Level-3,HUB- 1,Right,70,172.16.1.108,Cam-108,1,Enabled,34.058751,74.885349,14 EME,50,192.168.1.254,Right,Controller
71,3,Level-3,HUB- 1,Right,71,172.16.1.108,Cam-108,1,Enabled,34.058729,74.885355,14 EME,50,192.168.1.254,Right,Controller
72,3,Level-3,HUB- 1,Right,72,172.16.1.108,Cam-108,1,Enabled,34.058703,74.885358,14 EME,50,192.168.1.254,Right,Controller
73,3,Level-3,HUB- 1,Right,73,172.16.1.108,Cam-108,1,Enabled,34.058679,74.885355,14 EME,50,192.168.1.254,Right,Controller
74,3,Level-3,HUB- 1,Right,74,172.16.1.108,Cam-108,1,Enabled,34.058645,74.885361,14 EME,50,192.168.1.254,Right,Controller
75,3,Level-3,HUB- 1,Right,75,172.16.1.108,Cam-108,1,Enabled,34.05862,74.885377,14 EME,50,192.168.1.254,Right,Controller
76,4,Level-3,HUB- 1,Right,76,172.16.1.108,Cam-108,1,Enabled,34.058588,74.885401,14 EME,50,192.168.1.254,Right,Controller
77,4,Level-3,HUB- 1,Right,77,172.16.1.108,Cam-108,1,Enabled,34.058572,74.885424,14 EME,50,192.168.1.254,Right,Controller
78,4,Level-3,HUB- 1,Right,78,172.16.1.108,Cam-108,1,Enabled,34.058553,74.885445,14 EME,50,192.168.1.254,Right,Controller
79,4,Level-3,HUB- 1,Right,79,172.16.1.108,Cam-108,1,Enabled,34.058534,74.885471,14 EME,50,192.168.1.254,Right,Controller
80,4,Level-3,HUB- 1,Right,80,172.16.1.108,Cam-108,1,Enabled,34.058513,74.885472,14 EME,50,192.168.1.254,Right,Controller
81,4,Level-3,HUB- 1,Right,81,172.16.1.108,Cam-108,1,Enabled,34.058489,74.885472,14 EME,50,192.168.1.254,Right,Controller
82,4,Level-3,HUB- 1,Right,82,172.16.1.108,Cam-108,1,Enabled,34.058466,74.885476,14 EME,50,192.168.1.254,Right,Controller
83,4,Level-3,HUB- 1,Right,83,172.16.1.108,Cam-108,2,Enabled,34.058445,74.885483,14 EME,50,192.168.1.254,Right,Controller
84,4,Level-3,HUB- 1,Right,84,172.16.1.108,Cam-108,2,Enabled,34.058426,74.885493,14 EME,50,192.168.1.254,Right,Controller
85,4,Level-3,HUB- 1,Right,85,172.16.1.108,Cam-108,2,Enabled,34.058406,74.885504,14 EME,50,192.168.1.254,Right,Controller
86,4,Level-3,HUB- 1,Right,86,172.16.1.108,Cam-108,2,Enabled,34.058405,74.885539,14 EME,50,192.168.1.254,Right,Controller
87,4,Level-3,HUB- 1,Right,87,172.16.1.108,Cam-108,2,Enabled,34.058403,74.885574,14 EME,50,192.168.1.254,Right,Controller
88,4,Level-3,HUB- 1,Right,88,172.16.1.108,Cam-108,3,Enabled,34.058385,74.885601,14 EME,50,192.168.1.254,Right,Controller
89,4,Level-3,HUB- 1,Right,89,172.16.1.108,Cam-108,3,Enabled,34.058365,74.885614,14 EME,50,192.168.1.254,Right,Controller
90,4,Level-3,HUB- 1,Right,90,172.16.1.108,Cam-108,3,Enabled,34.058345,74.885614,14 EME,50,192.168.1.254,Right,Controller
91,4,Level-3,HUB- 1,Right,91,172.16.1.108,Cam-108,4,Enabled,34.058326,74.885606,14 EME,50,192.168.1.254,Right,Controller
92,4,Level-3,HUB- 1,Right,92,172.16.1.108,Cam-108,4,Enabled,34.05831,74.885598,14 EME,50,192.168.1.254,Right,Controller
93,4,Level-3,HUB- 1,Right,93,172.16.1.108,Cam-108,4,Enabled,34.058298,74.885581,14 EME,50,192.168.1.254,Right,Controller
94,4,Level-3,HUB- 1,Right,94,172.16.1.108,Cam-108,4,Enabled,34.058281,74.885559,14 EME,50,192.168.1.254,Right,Controller
95,4,Level-3,HUB- 1,Right,95,172.16.1.108,Cam-108,4,Enabled,34.058258,74.885543,14 EME,50,192.168.1.254,Right,Controller
96,4,Level-3,HUB- 1,Right,96,172.16.1.108,Cam-108,4,Enabled,34.058232,74.885542,14 EME,50,192.168.1.254,Right,Controller
97,4,Level-3,HUB- 1,Right,97,172.16.1.108,Cam-108,4,Enabled,34.058207,74.885539,14 EME,50,192.168.1.254,Right,Controller
98,4,Level-3,HUB- 1,Right,98,172.16.1.108,Cam-108,4,Enabled,34.058178,74.885534,14 EME,50,192.168.1.254,Right,Controller
99,4,Level-3,HUB- 1,Right,99,172.16.1.108,Cam-108,4,Enabled,34.05816,74.885508,14 EME,50,192.168.1.254,Right,Controller
100,4,Level-3,HUB- 1,Right,100,172.16.1.108,Cam-108,4,Enabled,34.058145,74.885484,14 EME,50,192.168.1.254,Right,Controller
101,5,Level-3,HUB- 1,Right,101,172.16.1.108,Cam-108,4,Enabled,34.058131,74.885458,14 EME,50,192.168.1.254,Right,Controller
102,5,Level-3,HUB- 1,Right,102,172.16.1.109,Cam-109,1,Enabled,34.058122,74.885441,14 EME,50,192.168.1.254,Right,Controller
103,5,Level-3,HUB- 1,Right,103,172.16.1.109,Cam-109,1,Enabled,34.058104,74.885424,14 EME,50,192.168.1.254,Right,Controller
104,5,Level-2,HUB- 1,Right,104,172.16.1.109,Cam-109,1,Enabled,34.05808,74.885405,14 EME,50,192.168.1.254,Right,Controller
105,5,Level-3,HUB- 1,Right,105,172.16.1.109,Cam-109,1,Enabled,34.058055,74.885386,14 EME,50,192.168.1.254,Right,Controller
106,5,Level-3,HUB- 1,Right,106,172.16.1.109,Cam-109,1,Enabled,34.058032,74.88537,14 EME,50,192.168.1.254,Right,Controller
107,5,Level-3,HUB- 1,Right,107,172.16.1.109,Cam-109,1,Enabled,34.058012,74.885349,14 EME,50,192.168.1.254,Right,Controller
108,5,Level-3,HUB- 1,Right,108,172.16.1.109,Cam-109,1,Enabled,34.057997,74.885326,14 EME,50,192.168.1.254,Right,Controller
109,5,Level-3,HUB- 1,Right,109,172.16.1.109,Cam-109,1,Enabled,34.05798,74.885308,14 EME,50,192.168.1.254,Right,Controller
110,5,Level-3,HUB- 1,Right,110,172.16.1.109,Cam-109,1,Enabled,34.057958,74.885295,14 EME,50,192.168.1.254,Right,Controller
111,5,Level-3,HUB- 1,Right,111,172.16.1.109,Cam-109,1,Enabled,34.05794,74.885288,14 EME,50,192.168.1.254,Right,Controller
112,5,Level-3,HUB- 1,Right,112,172.16.1.109,Cam-109,1,Enabled,34.057921,74.885277,14 EME,50,192.168.1.254,Right,Controller
113,5,Level-3,HUB- 1,Right,113,172.16.1.109,Cam-109,1,Enabled,34.057901,74.885268,14 EME,50,192.168.1.254,Right,Controller
114,5,Level-3,HUB- 1,Right,114,172.16.1.109,Cam-109,1,Enabled,34.057882,74.885257,14 EME,50,192.168.1.254,Right,Controller
115,5,Level-3,HUB- 1,Right,115,172.16.1.109,Cam-109,1,Enabled,34.057861,74.885247,14 EME,50,192.168.1.254,Right,Controller
116,5,Level-3,HUB- 1,Right,116,172.16.1.109,Cam-109,1,Enabled,34.057843,74.885235,14 EME,50,192.168.1.254,Right,Controller
117,5,Level-3,HUB- 1,Right,117,172.16.1.109,Cam-109,1,Enabled,34.057825,74.885225,14 EME,50,192.168.1.254,Right,Controller
118,5,Level-3,HUB- 1,Right,118,172.16.1.109,Cam-109,1,Enabled,34.057806,74.885214,14 EME,50,192.168.1.254,Right,Controller
119,5,Level-3,HUB- 1,Right,119,172.16.1.109,Cam-109,1,Enabled,34.057787,74.8852,14 EME,50,192.168.1.254,Right,Controller
120,5,Level-3,HUB- 1,Right,120,172.16.1.109,Cam-109,1,Enabled,34.057764,74.885184,14 EME,50,192.168.1.254,Right,Controller
121,5,Level-3,HUB- 1,Right,121,172.16.1.109,Cam-109,1,Enabled,34.057744,74.885167,14 EME,50,192.168.1.254,Right,Controller
122,5,Level-3,HUB- 1,Right,122,172.16.1.109,Cam-109,1,Enabled,34.057715,74.885149,14 EME,50,192.168.1.254,Right,Controller
123,5,Level-3,HUB- 1,Right,123,172.16.1.109,Cam-109,1,Enabled,34.057686,74.885131,14 EME,50,192.168.1.254,Right,Controller
124,5,Level-3,HUB- 1,Right,124,172.16.1.109,Cam-109,1,Enabled,34.057658,74.885121,14 EME,50,192.168.1.254,Right,Controller
125,5,Level-3,HUB- 1,Right,125,172.16.1.109,Cam-109,1,Enabled,34.057629,74.885106,14 EME,50,192.168.1.254,Right,Controller
126,6,Level-3,HUB- 1,Right,126,172.16.1.109,Cam-109,1,Enabled,34.057572,74.885066,14 EME,50,192.168.1.254,Right,Controller
127,6,Level-3,HUB- 1,Right,127,172.16.1.109,Cam-109,1,Enabled,34.057551,74.885041,14 EME,50,192.168.1.254,Right,Controller
128,6,Level-3,HUB- 1,Right,128,172.16.1.109,Cam-109,1,Enabled,34.057535,74.88502,14 EME,50,192.168.1.254,Right,Controller
129,6,Level-3,HUB- 1,Right,129,172.16.1.109,Cam-109,1,Enabled,34.057512,74.885004,14 EME,50,192.168.1.254,Right,Controller
130,6,Level-3,HUB- 1,Right,130,172.16.1.109,Cam-109,1,Enabled,34.057488,74.884986,14 EME,50,192.168.1.254,Right,Controller
131,6,Level-3,HUB- 1,Right,131,172.16.1.109,Cam-109,1,Enabled,34.057464,74.88497,14 EME,50,192.168.1.254,Right,Controller
132,6,Level-3,HUB- 1,Right,132,172.16.1.109,Cam-109,1,Enabled,34.057441,74.88496,14 EME,50,192.168.1.254,Right,Controller
133,6,Level-3,HUB- 1,Right,133,172.16.1.109,Cam-109,1,Enabled,34.057417,74.884949,14 EME,50,192.168.1.254,Right,Controller
134,6,Level-3,HUB- 1,Right,134,172.16.1.109,Cam-109,1,Enabled,34.057397,74.884939,14 EME,50,192.168.1.254,Right,Controller
135,6,Level-3,HUB- 1,Right,135,172.16.1.109,Cam-109,1,Enabled,34.057378,74.884925,14 EME,50,192.168.1.254,Right,Controller
136,6,Level-3,HUB- 1,Right,136,172.16.1.109,Cam-109,1,Enabled,34.057361,74.884907,14 EME,50,192.168.1.254,Right,Controller
137,6,Level-3,HUB- 1,Right,137,172.16.1.109,Cam-109,1,Enabled,34.057345,74.884891,14 EME,50,192.168.1.254,Right,Controller
138,6,Level-3,HUB- 1,Right,138,172.16.1.109,Cam-109,1,Enabled,34.05733,74.884874,14 EME,50,192.168.1.254,Right,Controller
139,6,Level-3,HUB- 1,Right,139,172.16.1.109,Cam-109,1,Enabled,34.057314,74.884855,14 EME,50,192.168.1.254,Right,Controller
140,6,Level-3,HUB- 1,Right,140,172.16.1.109,Cam-109,1,Enabled,34.057299,74.88484,14 EME,50,192.168.1.254,Right,Controller
141,6,Level-3,HUB- 1,Right,141,172.16.1.109,Cam-109,1,Enabled,34.057286,74.884825,14 EME,50,192.168.1.254,Right,Controller
142,6,Level-3,HUB- 1,Right,142,172.16.1.109,Cam-109,1,Enabled,34.057269,74.884808,14 EME,50,192.168.1.254,Right,Controller
143,6,Level-3,HUB- 1,Right,143,172.16.1.109,Cam-109,1,Enabled,34.057256,74.884793,14 EME,50,192.168.1.254,Right,Controller
144,6,Level-3,HUB- 1,Right,144,172.16.1.109,Cam-109,1,Enabled,34.057237,74.884768,14 EME,50,192.168.1.254,Right,Controller
145,6,Level-3,HUB- 1,Right,145,172.16.1.109,Cam-109,1,Enabled,34.057215,74.884744,14 EME,50,192.168.1.254,Right,Controller
146,6,Level-3,HUB- 1,Right,146,172.16.1.109,Cam-109,1,Enabled,34.057194,74.884722,14 EME,50,192.168.1.254,Right,Controller
147,6,Level-3,HUB- 1,Right,147,172.16.1.109,Cam-109,1,Enabled,34.057171,74.884699,14 EME,50,192.168.1.254,Right,Controller
148,6,Level-3,HUB- 1,Right,148,172.16.1.109,Cam-109,1,Enabled,34.057142,74.88467,14 EME,50,192.168.1.254,Right,Controller
149,6,Level-3,HUB- 1,Right,149,172.16.1.109,Cam-109,1,Enabled,34.057115,74.884646,14 EME,50,192.168.1.254,Right,Controller
150,6,Level-3,HUB- 1,Right,150,172.16.1.109,Cam-109,1,Enabled,34.05708,74.88462,14 EME,50,192.168.1.254,Right,Controller
151,7,Level-3,HUB- 2,Left,150,172.16.1.103,Cam-103,1,Enabled,34.06017,74.885944,14 EME,50,192.168.1.254,Right,Controller
152,7,Level-3,HUB- 2,Left,149,172.16.1.103,Cam-103,1,Enabled,34.060204,74.885949,14 EME,50,192.168.1.254,Right,Controller
153,7,Level-3,HUB- 2,Left,148,172.16.1.103,Cam-103,1,Enabled,34.060242,74.885953,14 EME,50,192.168.1.254,Right,Controller
154,7,Level-3,HUB- 2,Left,147,172.16.1.103,Cam-103,1,Enabled,34.060283,74.885957,14 EME,50,192.168.1.254,Right,Controller
