seq_num,zone,sensitivity,hub_id,hub_channel,sensor_id,camera_ip,camera_description,camera_preset,smart_patrol,latitude,longitude,logicalzone,fire_trigger,light_cntrl_ip,light_channel,light_cntrl_description
620,25,Level-3,HUB- 3,Right,20,172.16.1.154,Cam-154,1,Enabled,34.053041,74.873575,14 EME,50,192.168.1.254,Right,Controller
621,25,Level-3,HUB- 3,Right,21,172.16.1.154,Cam-154,1,Enabled,34.053031,74.873548,14 EME,50,192.168.1.254,Right,Controller
622,25,Level-3,HUB- 3,Right,22,172.16.1.154,Cam-154,1,Enabled,34.053025,74.87352,14 EME,50,192.168.1.254,Right,Controller
623,25,Level-3,HUB- 3,Right,23,172.16.1.154,Cam-154,1,Enabled,34.053015,74.873493,14 EME,50,192.168.1.254,Right,Controller
624,25,Level-3,HUB- 3,Right,24,172.16.1.154,Cam-154,1,Enabled,34.053006,74.873464,14 EME,50,192.168.1.254,Right,Controller
625,25,Level-3,HUB- 3,Right,25,172.16.1.154,Cam-154,1,Enabled,34.052997,74.87344,14 EME,50,192.168.1.254,Right,Controller
626,26,Level-3,HUB- 1,Left,150,172.16.1.139,Cam-139,1,Enabled,34.052987,74.873407,14 EME,50,192.168.1.254,Right,Controller
627,26,Level-3,HUB- 1,Left,149,172.16.1.139,Cam-139,1,Enabled,34.053466,74.877246,14 EME,50,192.168.1.254,Right,Controller
628,26,Level-3,HUB- 1,Left,148,172.16.1.139,Cam-139,1,Enabled,34.053476,74.877272,14 EME,50,192.168.1.254,Right,Controller
629,26,Level-3,HUB- 1,Left,147,172.16.1.139,Cam-139,1,Enabled,34.053493,74.877295,14 EME,50,192.168.1.254,Right,Controller
630,26,Level-3,HUB- 1,Left,146,172.16.1.139,Cam-139,1,Enabled,34.053506,74.877319,14 EME,50,192.168.1.254,Right,Controller
631,26,Level-3,HUB- 1,Left,145,172.16.1.139,Cam-139,1,Enabled,34.053524,74.877346,14 EME,50,192.168.1.254,Right,Controller
632,26,Level-3,HUB- 1,Left,144,172.16.1.139,Cam-139,1,Enabled,34.053536,74.877373,14 EME,50,192.168.1.254,Right,Controller
633,26,Level-3,HUB- 1,Left,143,172.16.1.139,Cam-139,1,Enabled,34.053553,74.877402,14 EME,50,192.168.1.254,Right,Controller
634,26,Level-3,HUB- 1,Left,142,172.16.1.139,Cam-139,1,Enabled,34.053572,74.877433,14 EME,50,192.168.1.254,Right,Controller
635,26,Level-3,HUB- 1,Left,141,172.16.1.139,Cam-139,1,Enabled,34.053592,74.877459,14 EME,50,192.168.1.254,Right,Controller
636,26,Level-3,HUB- 1,Left,140,172.16.1.139,Cam-139,1,Enabled,34.053609,74.87748,14 EME,50,192.168.1.254,Right,Controller
637,26,Level-3,HUB- 1,Left,139,172.16.1.139,Cam-139,1,Enabled,34.053623,74.877503,14 EME,50,192.168.1.254,Right,Controller
638,26,Level-3,HUB- 1,Left,138,172.16.1.139,Cam-139,1,Enabled,34.053643,74.877523,14 EME,50,192.168.1.254,Right,Controller
639,26,Level-3,HUB- 1,Left,137,172.16.1.139,Cam-139,1,Enabled,34.053659,74.877545,14 EME,50,192.168.1.254,Right,Controller
640,26,Level-3,HUB- 1,Left,136,172.16.1.139,Cam-139,1,Enabled,34.053675,74.877565,14 EME,50,192.168.1.254,Right,Controller
641,26,Level-3,HUB- 1,Left,135,172.16.1.139,Cam-139,1,Enabled,34.05369,74.877588,14 EME,50,192.168.1.254,Right,Controller
642,26,Level-3,HUB- 1,Left,134,172.16.1.139,Cam-139,1,Enabled,34.05371,74.877613,14 EME,50,192.168.1.254,Right,Controller
643,26,Level-3,HUB- 1,Left,133,172.16.1.139,Cam-139,1,Enabled,34.053727,74.877639,14 EME,50,192.168.1.254,Right,Controller
644,26,Level-3,HUB- 1,Left,132,172.16.1.139,Cam-139,1,Enabled,34.053745,74.877668,14 EME,50,192.168.1.254,Right,Controller
645,26,Level-3,HUB- 1,Left,131,172.16.1.139,Cam-139,1,Enabled,34.053768,74.8777,14 EME,50,192.168.1.254,Right,Controller
646,26,Level-3,HUB- 1,Left,130,172.16.1.139,Cam-139,1,Enabled,34.053787,74.877724,14 EME,50,192.168.1.254,Right,Controller
647,26,Level-3,HUB- 1,Left,129,172.16.1.139,Cam-139,1,Enabled,34.053802,74.877748,14 EME,50,192.168.1.254,Right,Controller
648,26,Level-3,HUB- 1,Left,128,172.16.1.139,Cam-139,1,Enabled,34.053817,74.877774,14 EME,50,192.168.1.254,Right,Controller
649,26,Level-3,HUB- 1,Left,127,172.16.1.139,Cam-139,1,Enabled,34.053835,74.877801,14 EME,50,192.168.1.254,Right,Controller
650,26,Level-3,HUB- 1,Left,126,172.16.1.139,Cam-139,1,Enabled,34.053847,74.877826,14 EME,50,192.168.1.254,Right,Controller
651,27,Level-3,HUB- 1,Left,125,172.16.1.134,Cam-134,1,Enabled,34.053864,74.877852,14 EME,50,192.168.1.254,Right,Controller
652,27,Level-3,HUB- 1,Left,124,172.16.1.134,Cam-134,1,Enabled,34.053889,74.877896,14 EME,50,192.168.1.254,Right,Controller
653,27,Level-3,HUB- 1,Left,123,172.16.1.134,Cam-134,1,Enabled,34.053899,74.877917,14 EME,50,192.168.1.254,Right,Controller
654,27,Level-3,HUB- 1,Left,122,172.16.1.134,Cam-134,1,Enabled,34.053914,74.877942,14 EME,50,192.168.1.254,Right,Controller
655,27,Level-3,HUB- 1,Left,121,172.16.1.134,Cam-134,1,Enabled,34.053926,74.877971,14 EME,50,192.168.1.254,Right,Controller
656,27,Level-3,HUB- 1,Left,120,172.16.1.134,Cam-134,1,Enabled,34.053941,74.878003,14 EME,50,192.168.1.254,Right,Controller
657,27,Level-3,HUB- 1,Left,119,172.16.1.134,Cam-134,1,Enabled,34.053955,74.878033,14 EME,50,192.168.1.254,Right,Controller
658,27,Level-3,HUB- 1,Left,118,172.16.1.134,Cam-134,1,Enabled,34.053968,74.878062,14 EME,50,192.168.1.254,Right,Controller
659,27,Level-3,HUB- 1,Left,117,172.16.1.134,Cam-134,1,Enabled,34.053981,74.878093,14 EME,50,192.168.1.254,Right,Controller
660,27,Level-3,HUB- 1,Left,116,172.16.1.134,Cam-134,1,Enabled,34.053992,74.878115,14 EME,50,192.168.1.254,Right,Controller
661,27,Level-3,HUB- 1,Left,115,172.16.1.134,Cam-134,1,Enabled,34.054001,74.878143,14 EME,50,192.168.1.254,Right,Controller
662,27,Level-3,HUB- 1,Left,114,172.16.1.134,Cam-134,1,Enabled,34.054009,74.878174,14 EME,50,192.168.1.254,Right,Controller
663,27,Level-3,HUB- 1,Left,113,172.16.1.134,Cam-134,1,Enabled,34.054019,74.878202,14 EME,50,192.168.1.254,Right,Controller
664,27,Level-3,HUB- 1,Left,112,172.16.1.134,Cam-134,1,Enabled,34.054025,74.878226,14 EME,50,192.168.1.254,Right,Controller
665,27,Level-3,HUB- 1,Left,111,172.16.1.134,Cam-134,1,Enabled,34.054034,74.87825,14 EME,50,192.168.1.254,Right,Controller
666,27,Level-3,HUB- 1,Left,110,172.16.1.134,Cam-134,1,Enabled,34.054044,74.878272,14 EME,50,192.168.1.254,Right,Controller
667,27,Level-3,HUB- 1,Left,109,172.16.1.134,Cam-134,1,Enabled,34.054057,74.878301,14 EME,50,192.168.1.254,Right,Controller
668,27,Level-3,HUB- 1,Left,108,172.16.1.134,Cam-134,1,Enabled,34.054069,74.878329,14 EME,50,192.168.1.254,Right,Controller
669,27,Level-3,HUB- 1,Left,107,172.16.1.134,Cam-134,1,Enabled,34.054077,74.878359,14 EME,50,192.168.1.254,Right,Controller
670,27,Level-3,HUB- 1,Left,106,172.16.1.134,Cam-134,1,Enabled,34.054088,74.878396,14 EME,50,192.168.1.254,Right,Controller
671,27,Level-3,HUB- 1,Left,105,172.16.1.134,Cam-134,1,Enabled,34.054102,74.878435,14 EME,50,192.168.1.254,Right,Controller
672,27,Level-3,HUB- 1,Left,104,172.16.1.134,Cam-134,1,Enabled,34.054112,74.87847,14 EME,50,192.168.1.254,Right,Controller
673,27,Level-3,HUB- 1,Left,103,172.16.1.134,Cam-134,1,Enabled,34.054121,74.878506,14 EME,50,192.168.1.254,Right,Controller
674,27,Level-3,HUB- 1,Left,102,172.16.1.134,Cam-134,1,Enabled,34.054127,74.878541,14 EME,50,192.168.1.254,Right,Controller
675,27,Level-3,HUB- 1,Left,101,172.16.1.134,Cam-134,1,Enabled,34.054136,74.878583,14 EME,50,192.168.1.254,Right,Controller
676,28,Level-3,HUB- 1,Left,100,172.16.1.134,Cam-134,1,Enabled,34.054144,74.878614,14 EME,50,192.168.1.254,Right,Controller
677,28,Level-3,HUB- 1,Left,99,172.16.1.134,Cam-134,1,Enabled,34.054148,74.87865,14 EME,50,192.168.1.254,Right,Controller
678,28,Level-3,HUB- 1,Left,98,172.16.1.134,Cam-134,1,Enabled,34.054153,74.878681,14 EME,50,192.168.1.254,Right,Controller
679,28,Level-3,HUB- 1,Left,97,172.16.1.134,Cam-134,1,Enabled,34.054162,74.878706,14 EME,50,192.168.1.254,Right,Controller
680,28,Level-3,HUB- 1,Left,96,172.16.1.134,Cam-134,1,Enabled,34.054169,74.878741,14 EME,50,192.168.1.254,Right,Controller
681,28,Level-3,HUB- 1,Left,95,172.16.1.134,Cam-134,1,Enabled,34.054182,74.878777,14 EME,50,192.168.1.254,Right,Controller
682,28,Level-3,HUB- 1,Left,94,172.16.1.134,Cam-134,1,Enabled,34.054185,74.878815,14 EME,50,192.168.1.254,Right,Controller
683,28,Level-3,HUB- 1,Left,93,172.16.1.134,Cam-134,1,Enabled,34.054188,74.878854,14 EME,50,192.168.1.254,Right,Controller
684,28,Level-3,HUB- 1,Left,92,172.16.1.134,Cam-134,1,Enabled,34.054195,74.878892,14 EME,50,192.168.1.254,Right,Controller
685,28,Level-3,HUB- 1,Left,91,172.16.1.134,Cam-134,1,Enabled,34.054201,74.878931,14 EME,50,192.168.1.254,Right,Controller
686,28,Level-3,HUB- 1,Left,90,172.16.1.134,Cam-134,1,Enabled,34.054205,74.87897,14 EME,50,192.168.1.254,Right,Controller
687,28,Level-3,HUB- 1,Left,89,172.16.1.134,Cam-134,1,Enabled,34.054206,74.879006,14 EME,50,192.168.1.254,Right,Controller
688,28,Level-3,HUB- 1,Left,88,172.16.1.134,Cam-134,1,Enabled,34.054208,74.879043,14 EME,50,192.168.1.254,Right,Controller
689,28,Level-3,HUB- 1,Left,87,172.16.1.134,Cam-134,1,Enabled,34.054212,74.879082,14 EME,50,192.168.1.254,Right,Controller
690,28,Level-3,HUB- 1,Left,86,172.16.1.134,Cam-134,1,Enabled,34.054218,74.879118,14 EME,50,192.168.1.254,Right,Controller
691,28,Level-3,HUB- 1,Left,85,172.16.1.134,Cam-134,1,Enabled,34.054219,74.879146,14 EME,50,192.168.1.254,Right,Controller
692,28,Level-3,HUB- 1,Left,84,172.16.1.134,Cam-134,1,Enabled,34.054226,74.879178,14 EME,50,192.168.1.254,Right,Controller
693,28,Level-3,HUB- 1,Left,83,172.16.1.134,Cam-134,1,Enabled,34.054228,74.879216,14 EME,50,192.168.1.254,Right,Controller
694,28,Level-3,HUB- 1,Left,82,172.16.1.134,Cam-134,1,Enabled,34.054233,74.879253,14 EME,50,192.168.1.254,Right,Controller
695,28,Level-3,HUB- 1,Left,81,172.16.1.134,Cam-134,1,Enabled,34.054229,74.879287,14 EME,50,192.168.1.254,Right,Controller
696,28,Level-3,HUB- 1,Left,80,172.16.1.134,Cam-134,1,Enabled,34.054227,74.879314,14 EME,50,192.168.1.254,Right,Controller
697,28,Level-3,HUB- 1,Left,79,172.16.1.134,Cam-134,1,Enabled,34.054218,74.879339,14 EME,50,192.168.1.254,Right,Controller
698,28,Level-3,HUB- 1,Left,78,172.16.1.134,Cam-134,1,Enabled,34.054212,74.879355,14 EME,50,192.168.1.254,Right,Controller
699,28,Level-3,HUB- 1,Left,77,172.16.1.134,Cam-134,1,Enabled,34.054204,74.879378,14 EME,50,192.168.1.254,Right,Controller
700,28,Level-3,HUB- 1,Left,76,172.16.1.134,Cam-134,1,Enabled,34.054199,74.879398,14 EME,50,192.168.1.254,Right,Controller
701,29,Level-3,HUB- 1,Left,75,172.16.1.134,Cam-134,1,Enabled,34.054197,74.879413,14 EME,50,192.168.1.254,Right,Controller
702,29,Level-3,HUB- 1,Left,74,172.16.1.134,Cam-134,1,Enabled,34.054186,74.879446,14 EME,50,192.168.1.254,Right,Controller
703,29,Level-3,HUB- 1,Left,73,172.16.1.134,Cam-134,1,Enabled,34.054181,74.879469,14 EME,50,192.168.1.254,Right,Controller
704,29,Level-3,HUB- 1,Left,72,172.16.1.134,Cam-134,1,Enabled,34.054176,74.879503,14 EME,50,192.168.1.254,Right,Controller
705,29,Level-3,HUB- 1,Left,71,172.16.1.134,Cam-134,1,Enabled,34.054168,74.879543,14 EME,50,192.168.1.254,Right,Controller
706,29,Level-3,HUB- 1,Left,70,172.16.1.134,Cam-134,1,Enabled,34.054162,74.879584,14 EME,50,192.168.1.254,Right,Controller
707,29,Level-3,HUB- 1,Left,69,172.16.1.134,Cam-134,1,Enabled,34.054161,74.879623,14 EME,50,192.168.1.254,Right,Controller
708,29,Level-3,HUB- 1,Left,68,172.16.1.134,Cam-134,1,Enabled,34.054161,74.879664,14 EME,50,192.168.1.254,Right,Controller
709,29,Level-3,HUB- 1,Left,67,172.16.1.134,Cam-134,1,Enabled,34.054159,74.879702,14 EME,50,192.168.1.254,Right,Controller
710,29,Level-3,HUB- 1,Left,66,172.16.1.134,Cam-134,1,Enabled,34.054155,74.879744,14 EME,50,192.168.1.254,Right,Controller
711,29,Level-3,HUB- 1,Left,65,172.16.1.134,Cam-134,1,Enabled,34.054159,74.879784,14 EME,50,192.168.1.254,Right,Controller
712,29,Level-3,HUB- 1,Left,64,172.16.1.134,Cam-134,1,Enabled,34.054164,74.879825,14 EME,50,192.168.1.254,Right,Controller
713,29,Level-3,HUB- 1,Left,63,172.16.1.134,Cam-134,1,Enabled,34.054168,74.879866,14 EME,50,192.168.1.254,Right,Controller
714,29,Level-3,HUB- 1,Left,62,172.16.1.134,Cam-134,1,Enabled,34.054168,74.879901,14 EME,50,192.168.1.254,Right,Controller
715,29,Level-3,HUB- 1,Left,61,172.16.1.134,Cam-134,1,Enabled,34.054173,74.879936,14 EME,50,192.168.1.254,Right,Controller
716,29,Level-3,HUB- 1,Left,60,172.16.1.134,Cam-134,1,Enabled,34.054176,74.879971,14 EME,50,192.168.1.254,Right,Controller
717,29,Level-3,HUB- 1,Left,59,172.16.1.134,Cam-134,1,Enabled,34.054185,74.880003,14 EME,50,192.168.1.254,Right,Controller
718,29,Level-3,HUB- 1,Left,58,172.16.1.134,Cam-134,1,Enabled,34.054196,74.880039,14 EME,50,192.168.1.254,Right,Controller
719,29,Level-3,HUB- 1,Left,57,172.16.1.134,Cam-134,1,Enabled,34.054208,74.880067,14 EME,50,192.168.1.254,Right,Controller
720,29,Level-3,HUB- 1,Left,56,172.16.1.134,Cam-134,1,Enabled,34.054223,74.88009,14 EME,50,192.168.1.254,Right,Controller
721,29,Level-3,HUB- 1,Left,55,172.16.1.134,Cam-134,1,Enabled,34.054234,74.880113,14 EME,50,192.168.1.254,Right,Controller
722,29,Level-3,HUB- 1,Left,54,172.16.1.134,Cam-134,1,Enabled,34.054245,74.880136,14 EME,50,192.168.1.254,Right,Controller
723,29,Level-3,HUB- 1,Left,53,172.16.1.134,Cam-134,1,Enabled,34.054254,74.88016,14 EME,50,192.168.1.254,Right,Controller
724,29,Level-3,HUB- 1,Left,52,172.16.1.134,Cam-134,1,Enabled,34.054264,74.880184,14 EME,50,192.168.1.254,Right,Controller
725,29,Level-3,HUB- 1,Left,51,172.16.1.134,Cam-134,1,Enabled,34.054275,74.880207,14 EME,50,192.168.1.254,Right,Controller
726,30,Level-3,HUB- 1,Left,50,172.16.1.129,Cam-129,1,Enabled,34.054283,74.880246,14 EME,50,192.168.1.254,Right,Controller
727,30,Level-3,HUB- 1,Left,49,172.16.1.129,Cam-129,1,Enabled,34.05429,74.880276,14 EME,50,192.168.1.254,Right,Controller
728,30,Level-3,HUB- 1,Left,48,172.16.1.129,Cam-129,1,Enabled,34.054294,74.88031,14 EME,50,192.168.1.254,Right,Controller
729,30,Level-3,HUB- 1,Left,47,172.16.1.129,Cam-129,1,Enabled,34.054295,74.880338,14 EME,50,192.168.1.254,Right,Controller
730,30,Level-3,HUB- 1,Left,46,172.16.1.129,Cam-129,1,Enabled,34.054303,74.88037,14 EME,50,192.168.1.254,Right,Controller
731,30,Level-3,HUB- 1,Left,45,172.16.1.129,Cam-129,1,Enabled,34.05431,74.880397,14 EME,50,192.168.1.254,Right,Controller
732,30,Level-3,HUB- 1,Left,44,172.16.1.129,Cam-129,1,Enabled,34.054317,74.880428,14 EME,50,192.168.1.254,Right,Controller
733,30,Level-3,HUB- 1,Left,43,172.16.1.129,Cam-129,1,Enabled,34.054326,74.88046,14 EME,50,192.168.1.254,Right,Controller
734,30,Level-3,HUB- 1,Left,42,172.16.1.129,Cam-129,1,Enabled,34.054332,74.880495,14 EME,50,192.168.1.254,Right,Controller
735,30,Level-3,HUB- 1,Left,41,172.16.1.129,Cam-129,1,Enabled,34.054342,74.880525,14 EME,50,192.168.1.254,Right,Controller
736,30,Level-3,HUB- 1,Left,40,172.16.1.129,Cam-129,1,Enabled,34.054353,74.880551,14 EME,50,192.168.1.254,Right,Controller
737,30,Level-3,HUB- 1,Left,39,172.16.1.129,Cam-129,1,Enabled,34.054367,74.880578,14 EME,50,192.168.1.254,Right,Controller
738,30,Level-3,HUB- 1,Left,38,172.16.1.129,Cam-129,1,Enabled,34.054375,74.880605,14 EME,50,192.168.1.254,Right,Controller
739,30,Level-3,HUB- 1,Left,37,172.16.1.129,Cam-129,1,Enabled,34.054384,74.880635,14 EME,50,192.168.1.254,Right,Controller
740,30,Level-3,HUB- 1,Left,36,172.16.1.129,Cam-129,1,Enabled,34.054392,74.880664,14 EME,50,192.168.1.254,Right,Controller
741,30,Level-3,HUB- 1,Left,35,172.16.1.129,Cam-129,1,Enabled,34.054397,74.880692,14 EME,50,192.168.1.254,Right,Controller
742,30,Level-3,HUB- 1,Left,34,172.16.1.129,Cam-129,1,Enabled,34.054399,74.880726,14 EME,50,192.168.1.254,Right,Controller
743,30,Level-3,HUB- 1,Left,33,172.16.1.129,Cam-129,1,Enabled,34.054407,74.880761,14 EME,50,192.168.1.254,Right,Controller
744,30,Level-3,HUB- 1,Left,32,172.16.1.129,Cam-129,1,Enabled,34.054416,74.880794,14 EME,50,192.168.1.254,Right,Controller
745,30,Level-3,HUB- 1,Left,31,172.16.1.129,Cam-129,1,Enabled,34.054422,74.880829,14 EME,50,192.168.1.254,Right,Controller
746,30,Level-3,HUB- 1,Left,30,172.16.1.129,Cam-129,1,Enabled,34.054426,74.880859,14 EME,50,192.168.1.254,Right,Controller
747,30,Level-3,HUB- 1,Left,29,172.16.1.129,Cam-129,1,Enabled,34.054425,74.880884,14 EME,50,192.168.1.254,Right,Controller
748,30,Level-3,HUB- 1,Left,28,172.16.1.129,Cam-129,1,Enabled,34.054417,74.880904,14 EME,50,192.168.1.254,Right,Controller
749,30,Level-3,HUB- 1,Left,27,172.16.1.129,Cam-129,1,Enabled,34.054392,74.88092,14 EME,50,192.168.1.254,Right,Controller
750,30,Level-3,HUB- 1,Left,26,172.16.1.129,Cam-129,1,Enabled,34.054383,74.880947,14 EME,50,192.168.1.254,Right,Controller
751,31,Level-3,HUB- 1,Left,25,172.16.1.164,Cam-164,1,Enabled,34.051625,74.869629,14 EME,50,192.168.1.254,Right,Controller
752,31,Level-3,HUB- 1,Left,24,172.16.1.164,Cam-164,1,Enabled,34.051621,74.869611,14 EME,50,192.168.1.254,Right,Controller
753,31,Level-3,HUB- 1,Left,23,172.16.1.164,Cam-164,1,Enabled,34.051618,74.869578,14 EME,50,192.168.1.254,Right,Controller
754,31,Level-3,HUB- 1,Left,22,172.16.1.164,Cam-164,1,Enabled,34.051618,74.869546,14 EME,50,192.168.1.254,Right,Controller
755,31,Level-3,HUB- 1,Left,21,172.16.1.164,Cam-164,1,Enabled,34.051616,74.869519,14 EME,50,192.168.1.254,Right,Controller
756,31,Level-3,HUB- 1,Left,20,172.16.1.164,Cam-164,1,Enabled,34.051615,74.869485,14 EME,50,192.168.1.254,Right,Controller
757,31,Level-3,HUB- 1,Left,19,172.16.1.164,Cam-164,1,Enabled,34.051611,74.869451,14 EME,50,192.168.1.254,Right,Controller
758,31,Level-3,HUB- 1,Left,18,172.16.1.164,Cam-164,1,Enabled,34.051611,74.86942,14 EME,50,192.168.1.254,Right,Controller
759,31,Level-3,HUB- 1,Left,17,172.16.1.164,Cam-164,1,Enabled,34.051607,74.869379,14 EME,50,192.168.1.254,Right,Controller
760,31,Level-3,HUB- 1,Left,16,172.16.1.164,Cam-164,1,Enabled,34.051604,74.869344,14 EME,50,192.168.1.254,Right,Controller
761,31,Level-3,HUB- 1,Left,15,172.16.1.164,Cam-164,1,Enabled,34.051602,74.869314,14 EME,50,192.168.1.254,Right,Controller
762,31,Level-3,HUB- 1,Left,14,172.16.1.164,Cam-164,1,Enabled,34.051596,74.869289,14 EME,50,192.168.1.254,Right,Controller
763,31,Level-3,HUB- 1,Left,13,172.16.1.164,Cam-164,1,Enabled,34.05159,74.869258,14 EME,50,192.168.1.254,Right,Controller
764,31,Level-3,HUB- 1,Left,12,172.16.1.164,Cam-164,1,Enabled,34.05158,74.869231,14 EME,50,192.168.1.254,Right,Controller
765,31,Level-3,HUB- 1,Left,11,172.16.1.164,Cam-164,1,Enabled,34.051573,74.8692,14 EME,50,192.168.1.254,Right,Controller
766,31,Level-3,HUB- 1,Left,10,172.16.1.164,Cam-164,1,Enabled,34.051568,74.869172,14 EME,50,192.168.1.254,Right,Controller
767,31,Level-3,HUB- 1,Left,9,172.16.1.164,Cam-164,1,Enabled,34.051562,74.869143,14 EME,50,192.168.1.254,Right,Controller
768,31,Level-3,HUB- 1,Left,8,172.16.1.164,Cam-164,1,Enabled,34.051552,74.869113,14 EME,50,192.168.1.254,Right,Controller
769,31,Level-3,HUB- 1,Left,7,172.16.1.164,Cam-164,1,Enabled,34.051545,74.86908,14 EME,50,192.168.1.254,Right,Controller
770,31,Level-3,HUB- 1,Left,6,172.16.1.164,Cam-164,1,Enabled,34.051536,74.869039,14 EME,50,192.168.1.254,Right,Controller
771,31,Level-3,HUB- 1,Left,5,172.16.1.164,Cam-164,1,Enabled,34.051529,74.869002,14 EME,50,192.168.1.254,Right,Controller
772,31,Level-3,HUB- 1,Left,4,172.16.1.164,Cam-164,1,Enabled,34.051519,74.86897,14 EME,50,192.168.1.254,Right,Controller
773,31,Level-3,HUB- 1,Left,3,172.16.1.164,Cam-164,1,Enabled,34.051511,74.868936,14 EME,50,192.168.1.254,Right,Controller
774,31,Level-3,HUB- 1,Left,2,172.16.1.164,Cam-164,1,Enabled,34.051505,74.868901,14 EME,50,192.168.1.254,Right,Controller
775,31,Level-3,HUB- 1,Left,1,172.16.1.164,Cam-164,1,Enabled,34.051499,74.868876,14 EME,50,192.168.1.254,Right,Controller
